[830, 430, 31, 274.81216, 0.001114106, 0, -1;
 819, 438, 31, 305.26938, 0.0009189141, 0, -1;
 795, 438, 31, 188.38879, 0.00078122586, 0, -1;
 823, 130, 31, 238.80838, 0.0016281921, 0, -1;
 525, 130, 31, 162.91539, 0.00058976142, 0, -1;
 787, 438, 31, 136.15079, 0.00074525957, 0, -1;
 778, 438, 31, 21.968647, 0.00068520877, 0, -1;
 695, 442, 31, 112.83073, 0.00089298986, 0, -1;
 558, 430, 31, 204.46991, 0.00075745513, 0, -1;
 52, 51, 31, 275.31873, 0.00068493246, 0, -1;
 38, 99, 31, 121.77142, 0.0018410811, 0, -1;
 45, 51, 31, 261.20786, 0.00072261144, 0, -1;
 37, 51, 31, 235.94135, 0.00074901874, 0, -1;
 808, 429, 31, 284.07623, 0.00076184166, 0, -1;
 695, 438, 31, 260.01132, 0.00084397354, 0, -1;
 609, 441, 31, 16.173002, 0.00079706189, 0, -1;
 588, 430, 31, 272.78278, 0.00075982732, 0, -1;
 610, 438, 31, 348.95483, 0.00097445986, 0, -1;
 619, 430, 31, 287.24054, 0.0011531356, 0, -1;
 593, 430, 31, 259.10132, 0.00072271784, 0, -1;
 71, 328, 31, 175.22478, 0.00064251485, 0, -1;
 855, 49, 31, 257.21997, 0.0016312054, 0, -1;
 681, 437, 31, 188.89142, 0.00059880421, 0, -1;
 776, 436, 31, 349.78342, 0.00074439781, 0, -1;
 278, 256, 31, 312.36475, 0.00088991073, 0, -1;
 624, 430, 31, 266.16107, 0.0012516021, 0, -1;
 648, 436, 31, 297.85474, 0.00065173773, 0, -1;
 660, 58, 31, 131.39302, 0.00056960608, 0, -1;
 558, 442, 31, 153.56665, 0.00056926318, 0, -1;
 817, 435, 31, 286.43173, 0.00098501844, 0, -1;
 523, 96, 31, 171.51149, 0.00056591671, 0, -1;
 793, 463, 31, 114.78707, 0.00059593358, 0, -1;
 793, 435, 31, 212.45325, 0.0014721557, 0, -1;
 656, 463, 31, 50.37669, 0.00071384636, 0, -1;
 636, 463, 31, 100.5955, 0.00088371924, 0, -1;
 648, 430, 31, 282.29797, 0.00066358788, 0, -1;
 619, 463, 31, 84.711151, 0.00062802667, 0, -1;
 593, 463, 31, 115.51559, 0.00059329299, 0, -1;
 582, 463, 31, 61.320862, 0.00069924071, 0, -1;
 660, 430, 31, 321.91791, 0.00077276473, 0, -1;
 624, 435, 31, 216.75294, 0.00096547441, 0, -1;
 835, 434, 31, 252.86856, 0.00088918034, 0, -1;
 680, 430, 31, 204.59291, 0.00065695931, 0, -1;
 854, 438, 31, 292.74866, 0.0012190657, 0, -1;
 104, 66, 31, 215.48416, 0.00058015867, 0, -1;
 438, 243, 31, 351.71802, 0.0012942503, 0, -1;
 897, 430, 31, 317.15082, 0.0011496608, 0, -1;
 852, 51, 31, 256.39993, 0.00083724136, 0, -1;
 60, 57, 31, 314.80484, 0.00072657905, 0, -1;
 888, 455, 31, 96.967239, 0.0007498925, 0, -1;
 105, 64, 31, 224.69234, 0.00077441731, 0, -1;
 60, 93, 31, 294.13959, 0.00060998788, 0, -1;
 836, 430, 31, 259.78476, 0.0012177547, 0, -1;
 656, 110, 31, 301.76932, 0.00072821864, 0, -1;
 852, 128, 31, 262.2536, 0.0010339902, 0, -1;
 828, 439, 31, 322.85095, 0.00058951671, 0, -1;
 817, 430, 31, 278.96796, 0.00098502659, 0, -1;
 793, 430, 31, 263.99686, 0.0016910036, 0, -1;
 898, 439, 31, 333.82922, 0.00062539254, 0, -1;
 771, 430, 31, 300.3439, 0.00070187991, 0, -1;
 788, 430, 31, 274.00534, 0.0011225265, 0, -1;
 679, 435, 31, 188.67966, 0.00057590427, 0, -1;
 45, 99, 31, 123.97523, 0.00099471665, 0, -1;
 811, 71, 31, 263.54541, 0.00083361345, 0, -1;
 54, 96, 31, 129.99139, 0.0011482025, 0, -1;
 54, 54, 31, 283.46365, 0.0013920025, 0, -1;
 695, 452, 31, 31.726099, 0.00065711752, 0, -1;
 825, 128, 31, 226.98407, 0.0012778237, 0, -1;
 855, 131, 31, 342.12469, 0.001345102, 0, -1;
 619, 450, 31, 306.7467, 0.00066030829, 0, -1;
 616, 450, 31, 335.88657, 0.00085732044, 0, -1;
 111, 55, 31, 255.49127, 0.00082827383, 0, -1;
 523, 133, 31, 158.33595, 0.00080821803, 0, -1;
 58, 51, 31, 280.05618, 0.00063769688, 0, -1;
 803, 399, 31, 320.79285, 0.00060226407, 0, -1;
 789, 435, 31, 176.6111, 0.0014341603, 0, -1;
 679, 464, 31, 141.81677, 0.00056488218, 0, -1;
 624, 457, 31, 76.522408, 0.00049853843, 0, -1;
 581, 438, 31, 0.63649786, 0.00053178892, 0, -1;
 543, 225, 31, 345.035, 0.00053486577, 0, -1;
 769, 438, 31, 351.34305, 0.00050031184, 0, -1;
 610, 456, 31, 33.282471, 0.00052204879, 0, -1;
 627, 454, 31, 147.73262, 0.00050229894, 0, -1;
 695, 54, 31, 41.79311, 0.00055235939, 0, -1;
 602, 133, 31, 124.18478, 0.0005330221, 0, -1;
 535, 222, 31, 233.56464, 0.00050465524, 0, -1;
 659, 109, 31, 304.45267, 0.00049950776, 0, -1;
 634, 59, 31, 155.14426, 0.0005396115, 0, -1;
 572, 70, 31, 203.25107, 0.0004929835, 0, -1;
 667, 130, 31, 138.18265, 0.00049027515, 0, -1;
 733, 438, 31, 255.98595, 0.00048886694, 0, -1;
 888, 438, 31, 285.08618, 0.00048849848, 0, -1;
 835, 463, 31, 112.13026, 0.00048500986, 0, -1;
 876, 463, 31, 97.848625, 0.00047968174, 0, -1;
 624, 463, 31, 74.891861, 0.00047110894, 0, -1;
 640, 430, 31, 282.25079, 0.00047076005, 0, -1;
 619, 441, 31, 66.564636, 0.00046756116, 0, -1;
 754, 430, 31, 261.65283, 0.00046664086, 0, -1;
 809, 200, 31, 70.071198, 0.00046210969, 0, -1;
 628, 133, 31, 113.95153, 0.00046145043, 0, -1;
 560, 54, 31, 156.35774, 0.00045221805, 0, -1;
 592, 72, 31, 172.11971, 0.00045082837, 0, -1;
 522, 71, 31, 202.94011, 0.00044703114, 0, -1;
 627, 418, 31, 275.49463, 0.00044665849, 0, -1;
 835, 458, 31, 146.95531, 0.00044588253, 0, -1;
 650, 438, 31, 315.75574, 0.00044483371, 0, -1;
 665, 133, 31, 136.26669, 0.00044103025, 0, -1;
 611, 448, 31, 358.42172, 0.000435597, 0, -1;
 533, 225, 31, 172.04587, 0.00043371116, 0, -1;
 694.80005, 441.60001, 37.200001, 222.65973, 0.0011083237, 1, -1;
 793.20001, 430.80002, 37.200001, 263.46542, 0.0015793018, 1, -1;
 660, 57.600002, 37.200001, 105.80331, 0.00062665471, 1, -1;
 897.60004, 439.20001, 37.200001, 328.84634, 0.00059625885, 1, -1;
 592.80005, 430.80002, 37.200001, 256.63287, 0.00087855326, 1, -1;
 37.200001, 98.400002, 37.200001, 126.33211, 0.0012471422, 1, -1;
 586.80005, 430.80002, 37.200001, 274.0491, 0.00074339338, 1, -1;
 793.20001, 435.60001, 37.200001, 227.02365, 0.00095705624, 1, -1;
 571.20001, 72, 37.200001, 225.13884, 0.00062770519, 1, -1;
 649.20001, 440.40002, 37.200001, 323.34808, 0.00059771095, 1, -1;
 51.600002, 97.200005, 37.200001, 121.16786, 0.00075963192, 1, -1;
 44.400002, 98.400002, 37.200001, 129.92056, 0.00060646975, 1, -1;
 694.80005, 438.00003, 37.200001, 253.26642, 0.00075167802, 1, -1;
 853.20001, 439.20001, 37.200001, 277.87051, 0.0010695162, 1, -1;
 854.40002, 130.8, 37.200001, 48.109093, 0.0012257235, 1, -1;
 823.20001, 130.8, 37.200001, 127.57573, 0.00092864037, 1, -1;
 835.20001, 430.80002, 37.200001, 264.48038, 0.0014520234, 1, -1;
 51.600002, 51.600002, 37.200001, 282.7247, 0.00078075804, 1, -1;
 280.80002, 258, 37.200001, 318.33316, 0.00070301775, 1, -1;
 60.000004, 93.600006, 37.200001, 359.37155, 0.00061501062, 1, -1;
 54.000004, 96, 37.200001, 111.69264, 0.00096720131, 1, -1;
 108.00001, 58.800003, 37.200001, 256.23523, 0.0010453179, 1, -1;
 616.80005, 450.00003, 37.200001, 19.3041, 0.00086914969, 1, -1;
 658.80005, 430.80002, 37.200001, 317.38342, 0.00084450643, 1, -1;
 835.20001, 434.40002, 37.200001, 258.09332, 0.00079234462, 1, -1;
 438.00003, 242.40001, 37.200001, 351.14307, 0.0010235681, 1, -1;
 608.40002, 439.20001, 37.200001, 333.35117, 0.00073867955, 1, -1;
 278.40002, 255.60001, 37.200001, 311.16138, 0.00074602914, 1, -1;
 853.20001, 453.60001, 37.200001, 77.840607, 0.00064207992, 1, -1;
 626.40002, 439.20001, 37.200001, 212.35715, 0.00056785758, 1, -1;
 624, 430.80002, 37.200001, 263.39307, 0.0015413851, 1, -1;
 648, 430.80002, 37.200001, 295.2854, 0.0007686516, 1, -1;
 655.20001, 109.2, 37.200001, 344.06915, 0.00062255916, 1, -1;
 817.20001, 430.80002, 37.200001, 291.91095, 0.0010005296, 1, -1;
 854.40002, 49.200001, 37.200001, 274.09793, 0.0013089105, 1, -1;
 522, 133.20001, 37.200001, 154.41385, 0.00058011169, 1, -1;
 850.80005, 127.2, 37.200001, 309.13358, 0.00059326791, 1, -1;
 54.000004, 52.800003, 37.200001, 290.00595, 0.001481158, 1, -1;
 558, 441.60001, 37.200001, 174.97263, 0.00061799487, 1, -1;
 618, 430.80002, 37.200001, 286.39569, 0.001196975, 1, -1;
 777.60004, 440.40002, 37.200001, 346.01678, 0.00059506291, 1, -1;
 769.20001, 429.60001, 37.200001, 294.93555, 0.00065906881, 1, -1;
 699.60004, 440.40002, 37.200001, 328.36942, 0.0014605313, 1, -1;
 787.20001, 430.80002, 37.200001, 248.02269, 0.0010075062, 1, -1;
 829.20001, 430.80002, 37.200001, 261.01746, 0.0013213685, 1, -1;
 807.60004, 429.60001, 37.200001, 271.63782, 0.00077778881, 1, -1;
 896.40002, 430.80002, 37.200001, 313.11136, 0.0012305188, 1, -1;
 795.60004, 439.20001, 37.200001, 215.89011, 0.00060872041, 1, -1;
 819.60004, 439.20001, 37.200001, 310.29547, 0.00064950855, 1, -1;
 694.80005, 453.60001, 37.200001, 59.918285, 0.00099450978, 1, -1;
 811.20001, 69.600006, 37.200001, 208.37212, 0.0005786437, 1, -1;
 580.80005, 439.20001, 37.200001, 351.17551, 0.00055351452, 1, -1;
 292.80002, 307.20001, 37.200001, 336.22626, 0.00049322005, 1, -1;
 37.200001, 51.600002, 37.200001, 234.99237, 0.00050491956, 1, -1;
 679.20001, 430.80002, 37.200001, 204.77713, 0.00054652197, 1, -1;
 786.00006, 439.20001, 37.200001, 173.46176, 0.00051355117, 1, -1;
 104.4, 64.800003, 37.200001, 221.6362, 0.00054411974, 1, -1;
 523.20001, 96, 37.200001, 173.95274, 0.00052951154, 1, -1;
 524.40002, 129.60001, 37.200001, 156.87402, 0.00052562746, 1, -1;
 592.80005, 72, 37.200001, 169.56071, 0.00055144337, 1, -1;
 633.60004, 58.800003, 37.200001, 142.76099, 0.00049682491, 1, -1;
 634.80005, 55.200001, 37.200001, 112.67022, 0.00048612902, 1, -1;
 586.80005, 441.60001, 37.200001, 68.491745, 0.00048053754, 1, -1;
 693.60004, 52.800003, 37.200001, 41.945492, 0.0004714941, 1, -1;
 733.20001, 438.00003, 37.200001, 259.28143, 0.0004694027, 1, -1;
 667.20001, 129.60001, 37.200001, 117.99662, 0.00046297643, 1, -1;
 609.60004, 456.00003, 37.200001, 47.970894, 0.00045989285, 1, -1;
 577.20001, 130.8, 37.200001, 80.793716, 0.00045626992, 1, -1;
 888.00006, 454.80002, 37.200001, 64.795845, 0.00045310473, 1, -1;
 828.00006, 440.40002, 37.200001, 284.24689, 0.00044562068, 1, -1;
 664.80005, 133.20001, 37.200001, 121.44111, 0.00044108971, 1, -1;
 601.20001, 133.20001, 37.200001, 104.39682, 0.00043802115, 1, -1;
 626.40002, 453.60001, 37.200001, 120.19473, 0.00043711395, 1, -1;
 753.60004, 430.80002, 37.200001, 267.28961, 0.00043127523, 1, -1;
 837.60004, 439.20001, 37.200001, 254.18616, 0.00041924586, 1, -1;
 854.40002, 330, 37.200001, 64.002945, 0.00041844868, 1, -1;
 639.60004, 429.60001, 37.200001, 274.46555, 0.00041839527, 1, -1;
 888.00006, 438.00003, 37.200001, 284.23691, 0.00041581492, 1, -1;
 876.00006, 454.80002, 37.200001, 98.802795, 0.00041132901, 1, -1;
 819.60004, 446.40002, 37.200001, 341.83743, 0.00040424865, 1, -1;
 850.80005, 327.60001, 37.200001, 73.080421, 0.00039772058, 1, -1;
 340.80002, 385.20001, 37.200001, 326.51968, 0.00039191474, 1, -1;
 44.400002, 51.600002, 37.200001, 255.71118, 0.00039037367, 1, -1;
 297.60001, 309.60001, 37.200001, 332.569, 0.00038765257, 1, -1;
 658.80005, 108.00001, 37.200001, 316.8956, 0.00038715295, 1, -1;
 865.20001, 320.40002, 37.200001, 348.82977, 0.00038651732, 1, -1;
 560.40002, 54.000004, 37.200001, 143.18314, 0.00038201115, 1, -1;
 322.80002, 355.20001, 37.200001, 345.48398, 0.00036773065, 1, -1;
 662.40002, 54.000004, 37.200001, 118.95, 0.00036747585, 1, -1;
 769.20001, 439.20001, 37.200001, 312.064, 0.00035824158, 1, -1;
 698.40002, 439.20001, 44.640003, 292.55194, 0.0021135879, 2, -1;
 624.96002, 430.56003, 44.640003, 274.78613, 0.0013640142, 2, -1;
 617.76001, 430.56003, 44.640003, 283.42477, 0.0012936988, 2, -1;
 695.52002, 439.20001, 44.640003, 262.98343, 0.0016048773, 2, -1;
 836.64001, 432.00003, 44.640003, 264.14639, 0.0017623643, 2, -1;
 895.68005, 429.12003, 44.640003, 304.7821, 0.0010049372, 2, -1;
 593.28003, 432.00003, 44.640003, 259.98956, 0.0011895805, 2, -1;
 817.92004, 430.56003, 44.640003, 293.28204, 0.0011536478, 2, -1;
 768.96002, 430.56003, 44.640003, 296.0206, 0.0010873678, 2, -1;
 54.720001, 51.840004, 44.640003, 285.08081, 0.0011338682, 2, -1;
 853.92004, 129.60001, 44.640003, 67.543999, 0.0010064245, 2, -1;
 695.52002, 453.60001, 44.640003, 79.374954, 0.00096484477, 2, -1;
 617.76001, 449.28003, 44.640003, 58.1959, 0.00066559762, 2, -1;
 560.16003, 440.64001, 44.640003, 189.35512, 0.00071395829, 2, -1;
 851.04004, 51.840004, 44.640003, 278.3046, 0.00086993806, 2, -1;
 648, 430.56003, 44.640003, 301.86407, 0.00080487272, 2, -1;
 439.20001, 241.92001, 44.640003, 355.51736, 0.00067751086, 2, -1;
 794.88, 429.12003, 44.640003, 265.05069, 0.00071210111, 2, -1;
 558.72003, 51.840004, 44.640003, 145.50932, 0.00080293167, 2, -1;
 828.00006, 429.12003, 44.640003, 275.98383, 0.0008710738, 2, -1;
 571.67999, 72, 44.640003, 177.18262, 0.00064959115, 2, -1;
 853.92004, 48.960003, 44.640003, 276.05087, 0.00089174812, 2, -1;
 277.92001, 256.32001, 44.640003, 310.80399, 0.00094027125, 2, -1;
 754.56006, 432.00003, 44.640003, 280.9722, 0.00065286132, 2, -1;
 807.84003, 429.12003, 44.640003, 264.54126, 0.00078419864, 2, -1;
 280.80002, 257.76001, 44.640003, 317.36118, 0.00073256908, 2, -1;
 853.92004, 437.76001, 44.640003, 273.17789, 0.00086391246, 2, -1;
 51.840004, 51.840004, 44.640003, 276.55505, 0.00073579594, 2, -1;
 609.12, 439.20001, 44.640003, 305.17441, 0.00076257472, 2, -1;
 586.08002, 430.56003, 44.640003, 272.82941, 0.0007415436, 2, -1;
 822.24005, 129.60001, 44.640003, 107.92173, 0.00062395877, 2, -1;
 558.72003, 430.56003, 44.640003, 206.95596, 0.00074750988, 2, -1;
 679.68005, 432.00003, 44.640003, 212.16156, 0.00087718532, 2, -1;
 659.52002, 430.56003, 44.640003, 315.77194, 0.00077210553, 2, -1;
 593.28003, 72, 44.640003, 280.47882, 0.00062157476, 2, -1;
 626.40002, 439.20001, 44.640003, 261.72864, 0.0004922293, 2, -1;
 619.20001, 440.64001, 44.640003, 302.01578, 0.00047727427, 2, -1;
 876.96002, 453.60001, 44.640003, 102.4305, 0.00044379933, 2, -1;
 522.72003, 70.560005, 44.640003, 188.97557, 0.00059649441, 2, -1;
 522.72003, 95.040001, 44.640003, 172.77419, 0.00044857702, 2, -1;
 774.72003, 453.60001, 44.640003, 37.819912, 0.00046270076, 2, -1;
 777.60004, 439.20001, 44.640003, 325.18518, 0.00048459964, 2, -1;
 522.72003, 133.92, 44.640003, 145.4046, 0.00047416252, 2, -1;
 864.00006, 319.68002, 44.640003, 339.28162, 0.00049029296, 2, -1;
 660.96002, 57.600002, 44.640003, 89.569595, 0.0005064811, 2, -1;
 586.08002, 440.64001, 44.640003, 268.19006, 0.00049675093, 2, -1;
 574.56, 129.60001, 44.640003, 79.601997, 0.00051312119, 2, -1;
 637.92004, 429.12003, 44.640003, 268.30463, 0.00058267236, 2, -1;
 633.60004, 59.040001, 44.640003, 101.59772, 0.00045285342, 2, -1;
 293.76001, 306.72, 44.640003, 334.93857, 0.00052263035, 2, -1;
 524.16003, 108.00001, 44.640003, 179.70119, 0.00050034741, 2, -1;
 44.640003, 97.920006, 44.640003, 134.29488, 0.00045564046, 2, -1;
 732.96002, 437.76001, 44.640003, 260.22656, 0.00046541961, 2, -1;
 54.720001, 96.480003, 44.640003, 118.50121, 0.00061715662, 2, -1;
 897.12006, 437.76001, 44.640003, 320.50705, 0.00054666743, 2, -1;
 629.28003, 132.48001, 44.640003, 83.667206, 0.00050153042, 2, -1;
 655.20001, 109.44, 44.640003, 358.67154, 0.00049684453, 2, -1;
 61.920002, 93.600006, 44.640003, 93.877831, 0.00049938454, 2, -1;
 786.24005, 439.20001, 44.640003, 225.58229, 0.00044256652, 2, -1;
 819.36005, 439.20001, 44.640003, 302.6084, 0.00054514746, 2, -1;
 103.68001, 63.360001, 44.640003, 225.31148, 0.00059575832, 2, -1;
