[857, 318, 31, 38.390945, 0.004171846, 0, -1;
 146, 134, 31, 113.46649, 0.0029632263, 0, -1;
 793, 412, 31, 249.69537, 0.0034720483, 0, -1;
 732, 410, 31, 225.93095, 0.0029520912, 0, -1;
 928, 412, 31, 310.3819, 0.0034962022, 0, -1;
 906, 411, 31, 296.96478, 0.0031043894, 0, -1;
 837, 406, 31, 316.38464, 0.0025786115, 0, -1;
 922, 319, 31, 254.75452, 0.0044816546, 0, -1;
 903, 319, 31, 279.83331, 0.0034316445, 0, -1;
 876, 319, 31, 290.95319, 0.0028244222, 0, -1;
 736, 415, 31, 170.14417, 0.0025376584, 0, -1;
 101, 134, 31, 331.78455, 0.0027227197, 0, -1;
 261, 311, 31, 257.09009, 0.0025496264, 0, -1;
 832, 413, 31, 96.628693, 0.0025001774, 0, -1;
 117, 125, 31, 240.40747, 0.002792964, 0, -1;
 759, 249, 31, 11.568942, 0.0041503492, 0, -1;
 940, 327, 31, 105.62268, 0.0036025494, 0, -1;
 774, 410, 31, 287.95215, 0.0040330724, 0, -1;
 852, 407, 31, 256.53076, 0.0026679952, 0, -1;
 122, 133, 31, 43.459164, 0.0034435738, 0, -1;
 924, 314, 31, 270.15866, 0.0042552529, 0, -1;
 942, 314, 31, 259.31946, 0.0024807749, 0, -1;
 733, 249, 31, 206.90942, 0.003031502, 0, -1;
 244, 132, 31, 221.95697, 0.0036947883, 0, -1;
 776, 262, 31, 274.49399, 0.0034582487, 0, -1;
 220, 132, 31, 255.40839, 0.0042252485, 0, -1;
 260, 315, 31, 300.55255, 0.0025030675, 0, -1;
 862, 310, 31, 299.76926, 0.0026582647, 0, -1;
 754, 232, 31, 321.05154, 0.0029860048, 0, -1;
 83, 132, 31, 170.93967, 0.002831673, 0, -1;
 51, 132, 31, 156.01552, 0.0030786435, 0, -1;
 954, 411, 31, 285.17657, 0.0038691398, 0, -1;
 808, 413, 31, 7.3540101, 0.0031027764, 0, -1;
 887, 408, 31, 312.98453, 0.0028982866, 0, -1;
 868, 365, 31, 225.2771, 0.0048662163, 0, -1;
 863, 315, 31, 302.59818, 0.0032671583, 0, -1;
 933, 318, 31, 247.75809, 0.00289766, 0, -1;
 922, 370, 31, 306.74701, 0.0024616392, 0, -1;
 856, 413, 31, 227.04376, 0.0028100435, 0, -1;
 838, 410, 31, 346.23053, 0.0065497304, 0, -1;
 928, 323, 31, 154.1051, 0.0029491014, 0, -1;
 901, 316, 31, 271.87988, 0.0039503202, 0, -1;
 772, 413, 31, 277.95413, 0.0032015687, 0, -1;
 921, 377, 31, 78.020752, 0.0028279149, 0, -1;
 86, 130, 31, 281.39343, 0.0033583634, 0, -1;
 70, 130, 31, 188.82695, 0.0027013558, 0, -1;
 201, 316, 31, 88.087914, 0.0061954856, 0, -1;
 218, 316, 31, 268.5585, 0.0025022724, 0, -1;
 859, 408, 31, 261.02716, 0.0029011089, 0, -1;
 748, 250, 31, 106.66612, 0.0053856834, 0, -1;
 740, 413, 31, 219.67715, 0.0035325449, 0, -1;
