[782, 101, 31, 343.92661, 0.0043957089, 0, -1;
 735, 121, 31, 142.86288, 0.0019103119, 0, -1;
 596, 362, 31, 259.39667, 0.00215709, 0, -1;
 644, 348, 31, 82.805092, 0.0019554177, 0, -1;
 846, 341, 31, 234.44157, 0.0019354981, 0, -1;
 148, 404, 31, 232.55309, 0.0019077838, 0, -1;
 777, 359, 31, 321.90063, 0.0021004479, 0, -1;
 845, 361, 31, 224.82242, 0.0022412592, 0, -1;
 929, 335, 31, 238.11987, 0.0021707173, 0, -1;
 750, 348, 31, 161.06793, 0.0021032353, 0, -1;
 859, 339, 31, 281.96585, 0.0028411245, 0, -1;
 611, 340, 31, 144.76797, 0.0023393007, 0, -1;
 805, 348, 31, 279.21158, 0.0021175942, 0, -1;
 761, 362, 31, 310.81308, 0.0017919682, 0, -1;
 750, 124, 31, 113.26414, 0.0021744266, 0, -1;
 802, 342, 31, 294.44043, 0.0031191255, 0, -1;
 751, 354, 31, 292.0256, 0.0023797669, 0, -1;
 82, 421, 31, 289.96722, 0.0025715239, 0, -1;
 724, 343, 31, 23.244379, 0.0028257582, 0, -1;
 837, 100, 31, 211.45264, 0.0055179498, 0, -1;
 107, 350, 31, 112.11764, 0.0020526182, 0, -1;
 148, 350, 31, 91.6073, 0.001902311, 0, -1;
 776, 342, 31, 270.88901, 0.0024768668, 0, -1;
 750, 39, 31, 283.05756, 0.0023187525, 0, -1;
 611, 362, 31, 212.65646, 0.0023623065, 0, -1;
 758, 352, 31, 227.24773, 0.0024667005, 0, -1;
 892, 58, 31, 59.869942, 0.0019308858, 0, -1;
 903, 58, 31, 41.631268, 0.0027393161, 0, -1;
 794, 340, 31, 282.95947, 0.0020412197, 0, -1;
 644, 354, 31, 292.64166, 0.0022718927, 0, -1;
 846, 352, 31, 198.9164, 0.0020962558, 0, -1;
 604, 359, 31, 223.40616, 0.0018449046, 0, -1;
 849, 357, 31, 55.568291, 0.0020728398, 0, -1;
 750, 343, 31, 252.20963, 0.0024904672, 0, -1;
 694, 362, 31, 302.83176, 0.0020174657, 0, -1;
 741, 366, 31, 310.73355, 0.0022066087, 0, -1;
 724, 359, 31, 282.50375, 0.0022654142, 0, -1;
 573, 362, 31, 320.7475, 0.0020846322, 0, -1;
 747, 42, 31, 292.76459, 0.0021081183, 0, -1;
 726, 343, 31, 16.549616, 0.0045414031, 0, -1;
 836, 336, 31, 214.75525, 0.0028587393, 0, -1;
 792, 336, 31, 277.17175, 0.0023646529, 0, -1;
 886, 335, 31, 263.63684, 0.0020048381, 0, -1;
 904, 339, 31, 261.81113, 0.0022434259, 0, -1;
 749, 361, 31, 300.79709, 0.0018568032, 0, -1;
 849, 365, 31, 343.11914, 0.0029026158, 0, -1;
 743, 362, 31, 305.27106, 0.0017904808, 0, -1;
 929, 53, 31, 219.53279, 0.0016196365, 0, -1;
 650, 340, 31, 119.87184, 0.0013823102, 0, -1;
 743, 340, 31, 269.53397, 0.0014569601, 0, -1;
 841, 371, 31, 256.42456, 0.0015072272, 0, -1;
 908, 338, 31, 281.37302, 0.0016215366, 0, -1;
 313, 127, 31, 219.78296, 0.0013145064, 0, -1;
 611, 358, 31, 192.95616, 0.0016962178, 0, -1;
 803, 123, 31, 61.646278, 0.0015085816, 0, -1;
 570, 362, 31, 300.15521, 0.0015443857, 0, -1;
 643, 362, 31, 293.76779, 0.0017574256, 0, -1;
 131, 446, 31, 238.74438, 0.0014388524, 0, -1;
 747, 121, 31, 105.70367, 0.0014887661, 0, -1;
 791, 371, 31, 257.49927, 0.0014853148, 0, -1;
 574, 350, 31, 352.57196, 0.0015190629, 0, -1;
 107, 404, 31, 268.15295, 0.0014698744, 0, -1;
 707, 362, 31, 269.80719, 0.0012757946, 0, -1;
 650, 362, 31, 230.1181, 0.0017551032, 0, -1;
 709, 340, 31, 101.42652, 0.0016968781, 0, -1;
 606, 354, 31, 219.43401, 0.0013823962, 0, -1;
 656, 362, 31, 330.18753, 0.0015793603, 0, -1;
 769, 362, 31, 290.74872, 0.0016339028, 0, -1;
 690, 362, 31, 289.42899, 0.001493733, 0, -1;
 950, 341, 31, 305.62296, 0.0013903229, 0, -1;
 690, 340, 31, 65.064774, 0.0017341027, 0, -1;
 682, 340, 31, 49.188183, 0.0016736954, 0, -1;
 636, 362, 31, 289.38373, 0.0012846283, 0, -1;
 670, 340, 31, 68.184837, 0.0016305336, 0, -1;
 753, 366, 31, 225.20428, 0.0014228333, 0, -1;
 604, 343, 31, 119.13622, 0.0017444917, 0, -1;
 649, 354, 31, 207.15132, 0.0016481779, 0, -1;
 656, 340, 31, 80.198944, 0.0013120072, 0, -1;
 62, 354, 31, 237.25223, 0.0014659608, 0, -1;
 642, 340, 31, 81.631668, 0.0015949804, 0, -1;
 915, 338, 31, 282.64667, 0.001554139, 0, -1;
 839, 339, 31, 210.80377, 0.0013776039, 0, -1;
 778, 371, 31, 306.16531, 0.0014883226, 0, -1;
 779, 354, 31, 212.4147, 0.0014370932, 0, -1;
 588, 340, 31, 101.78871, 0.0015707575, 0, -1;
 596, 340, 31, 78.527435, 0.0013788312, 0, -1;
 850, 343, 31, 281.21326, 0.0015590575, 0, -1;
 888, 339, 31, 262.70929, 0.0015451715, 0, -1;
 604, 356, 31, 220.77188, 0.0016958889, 0, -1;
 779, 347, 31, 148.18901, 0.001409711, 0, -1;
 611, 344, 31, 157.79614, 0.0016304336, 0, -1;
 872, 344, 31, 290.09857, 0.0013730549, 0, -1;
 130, 437, 31, 120.06509, 0.0013443468, 0, -1;
 717, 340, 31, 93.036263, 0.0012689125, 0, -1;
 610, 354, 31, 191.13553, 0.0014899267, 0, -1;
 280, 426, 31, 76.731758, 0.001480358, 0, -1;
 754, 343, 31, 249.60719, 0.0016916953, 0, -1;
 801, 358, 31, 216.5742, 0.0016653173, 0, -1;
 929, 62, 31, 123.00693, 0.0016480259, 0, -1;
 585, 341, 31, 119.32831, 0.0015442187, 0, -1;
 916, 360, 31, 306.40973, 0.0012367364, 0, -1;
