[793, 422, 31, 324.38989, 0.0028005948, 0, -1;
 92, 138, 31, 206.37981, 0.0034955132, 0, -1;
 125, 450, 31, 175.67827, 0.0031579677, 0, -1;
 875, 48, 31, 30.549561, 0.0025296218, 0, -1;
 609, 44, 31, 252.92252, 0.0026329544, 0, -1;
 122, 450, 31, 183.39438, 0.0024409804, 0, -1;
 848, 436, 31, 277.64136, 0.0052130697, 0, -1;
 328, 127, 31, 329.88452, 0.0024380779, 0, -1;
 95, 143, 31, 78.038696, 0.0039003268, 0, -1;
 122, 132, 31, 275.47266, 0.0031208198, 0, -1;
 556, 54, 31, 115.19118, 0.003690961, 0, -1;
 117, 127, 31, 313.28235, 0.0024941505, 0, -1;
 309, 144, 31, 43.991539, 0.002523981, 0, -1;
 830, 422, 31, 291.65884, 0.0029309921, 0, -1;
 823, 439, 31, 251.27173, 0.0024111159, 0, -1;
 195, 278, 31, 232.97641, 0.002840115, 0, -1;
 99, 437, 31, 98.909431, 0.0031552378, 0, -1;
 146, 131, 31, 304.56534, 0.0023796174, 0, -1;
 222, 328, 31, 278.90433, 0.0034410218, 0, -1;
 314, 132, 31, 230.5703, 0.0024209064, 0, -1;
 97, 136, 31, 4.0332026, 0.002452699, 0, -1;
 105, 127, 31, 269.36188, 0.0027815111, 0, -1;
 246, 339, 31, 37.406914, 0.0032082512, 0, -1;
 836, 427, 31, 287.39001, 0.0024377815, 0, -1;
 78, 449, 31, 355.84381, 0.0025555352, 0, -1;
 209, 127, 31, 340.60669, 0.0030560575, 0, -1;
 539, 39, 31, 262.23801, 0.0024301037, 0, -1;
 113, 446, 31, 224.49625, 0.0023009095, 0, -1;
 120, 144, 31, 330.59622, 0.0028457884, 0, -1;
 216, 328, 31, 172.1525, 0.0036982645, 0, -1;
 158, 130, 31, 292.80829, 0.0023223944, 0, -1;
 138, 144, 31, 55.46003, 0.0030078457, 0, -1;
 238, 253, 31, 313.43958, 0.0029934237, 0, -1;
 609, 53, 31, 123.76452, 0.0028110619, 0, -1;
 81, 449, 31, 343.62613, 0.0032331778, 0, -1;
 397, 128, 31, 259.26007, 0.0038816081, 0, -1;
 191, 126, 31, 349.27148, 0.0027606331, 0, -1;
 135, 149, 31, 41.983257, 0.0036046794, 0, -1;
 92, 135, 31, 198.42085, 0.0023716381, 0, -1;
 200, 149, 31, 38.114521, 0.0026811466, 0, -1;
 829, 439, 31, 272.85504, 0.0025418289, 0, -1;
 869, 47, 31, 220.10445, 0.0025379127, 0, -1;
 100, 131, 31, 311.46432, 0.0032853473, 0, -1;
 57, 447, 31, 249.70828, 0.0025584907, 0, -1;
 136, 137, 31, 142.03082, 0.003991507, 0, -1;
 860, 422, 31, 307.74133, 0.0032162592, 0, -1;
 93, 154, 31, 73.544823, 0.0026252933, 0, -1;
 556, 41, 31, 266.3186, 0.0028831318, 0, -1;
 806, 422, 31, 282.64191, 0.0033732208, 0, -1;
 77, 124, 31, 215.23376, 0.0028378693, 0, -1;
 803, 422, 31, 289.17288, 0.0029618423, 0, -1;
 88, 140, 31, 232.79651, 0.0035807134, 0, -1;
