[232, 358, 31, 21.704319, 0.029691843, 0, -1;
 778, 401, 31, 212.38628, 0.026238991, 0, -1;
 913, 62, 31, 44.415798, 0.019987637, 0, -1;
 933, 122, 31, 273.43854, 0.030791424, 0, -1;
 208, 351, 31, 254.2038, 0.019057984, 0, -1;
 912, 443, 31, 88.201851, 0.024821397, 0, -1;
 207, 353, 31, 241.4565, 0.025026666, 0, -1;
 225, 353, 31, 263.66248, 0.021434018, 0, -1;
 800, 406, 31, 97.091522, 0.020171683, 0, -1;
 801, 401, 31, 240.99634, 0.022334866, 0, -1;
 934, 190, 31, 318.37952, 0.018974891, 0, -1;
 713, 435, 31, 276.59845, 0.028481284, 0, -1;
 103, 405, 31, 64.196465, 0.019617463, 0, -1;
 909, 68, 31, 12.242922, 0.021349143, 0, -1;
 232, 356, 31, 351.70303, 0.027402448, 0, -1;
 925, 122, 31, 268.43552, 0.020824745, 0, -1;
 329, 133, 31, 210.89738, 0.022697546, 0, -1;
 778, 406, 31, 155.8215, 0.02377132, 0, -1;
 331, 132, 31, 252.16362, 0.021824658, 0, -1;
 764, 441, 31, 96.099434, 0.02188316, 0, -1;
 959, 215, 31, 97.812988, 0.025975376, 0, -1;
 224, 355, 31, 229.63222, 0.021165062, 0, -1;
 106, 424, 31, 299.86841, 0.020146696, 0, -1;
 306, 135, 31, 270.50903, 0.021889243, 0, -1;
 167, 350, 31, 245.05515, 0.019816482, 0, -1;
 263, 131, 31, 352.76862, 0.021068931, 0, -1;
 795, 406, 31, 69.157318, 0.020992829, 0, -1;
 903, 121, 31, 295.5907, 0.024184115, 0, -1;
 834, 408, 31, 41.466122, 0.02465269, 0, -1;
 802, 406, 31, 77.918388, 0.024836145, 0, -1;
 108, 378, 31, 108.35611, 0.023935504, 0, -1;
 105, 377, 31, 122.7206, 0.019827418, 0, -1;
 88, 426, 31, 225.26302, 0.023502592, 0, -1;
 182, 354, 31, 228.68962, 0.019741978, 0, -1;
 899, 91, 31, 352.43182, 0.024322417, 0, -1;
 760, 441, 31, 99.243011, 0.018951574, 0, -1;
 929, 125, 31, 278.01813, 0.023232728, 0, -1;
 182, 357, 31, 175.30873, 0.020822667, 0, -1;
 907, 64, 31, 29.17906, 0.032074392, 0, -1;
 900, 65, 31, 56.616287, 0.02552717, 0, -1;
 103, 421, 31, 314.03262, 0.019122927, 0, -1;
 815, 406, 31, 80.58754, 0.018620238, 0, -1;
 904, 71, 31, 56.740692, 0.017824389, 0, -1;
 827, 411, 31, 95.071266, 0.01726651, 0, -1;
 184, 355, 31, 213.68616, 0.0169976, 0, -1;
 734, 447, 31, 1.4395422, 0.018500557, 0, -1;
 262, 128, 31, 313.67673, 0.016824247, 0, -1;
 730, 447, 31, 358.2717, 0.016564056, 0, -1;
 862, 218, 31, 279.03223, 0.017381966, 0, -1;
 826, 406, 31, 334.90311, 0.018152511, 0, -1;
 794, 252, 31, 314.02905, 0.017256068, 0, -1;
 845, 409, 31, 59.694088, 0.017609274, 0, -1;
 924, 38, 31, 259.41238, 0.018563252, 0, -1;
 174, 354, 31, 1.3475326, 0.016691944, 0, -1;
 209, 138, 31, 68.381256, 0.016494719, 0, -1;
 704, 431, 31, 271.93521, 0.018504674, 0, -1;
 815, 430, 31, 289.34714, 0.017061993, 0, -1;
 79, 421, 31, 242.51439, 0.017205197, 0, -1;
 842, 406, 31, 94.880501, 0.017734576, 0, -1;
 926, 103, 31, 214.46646, 0.017169336, 0, -1;
 180, 137, 31, 158.92424, 0.016467333, 0, -1;
 911, 437, 31, 276.28284, 0.013102967, 0, -1;
 575, 426, 31, 248.54596, 0.014396036, 0, -1;
 102, 380, 31, 108.19588, 0.013998175, 0, -1;
 824, 343, 31, 292.7489, 0.016085889, 0, -1;
 947, 191, 31, 210.22081, 0.013048237, 0, -1;
 821, 406, 31, 151.71242, 0.01558764, 0, -1;
 826, 280, 31, 83.611168, 0.013941658, 0, -1;
 949, 120, 31, 256.07169, 0.013958691, 0, -1;
 875, 86, 31, 275.11752, 0.013651832, 0, -1;
 166, 352, 31, 213.59724, 0.01440179, 0, -1;
 131, 129, 31, 249.09653, 0.013394048, 0, -1;
 790, 441, 31, 94.027847, 0.01618919, 0, -1;
 332, 139, 31, 94.076576, 0.015309017, 0, -1;
 101, 446, 31, 255.19785, 0.016019912, 0, -1;
 92, 446, 31, 261.02539, 0.016131273, 0, -1;
