[667, 68, 31, 111.14828, 0.0036069851, 0, -1;
 592, 200, 31, 225.38887, 0.0046306197, 0, -1;
 827, 437, 31, 355.79437, 0.0038681931, 0, -1;
 250, 63, 31, 117.5687, 0.0037944247, 0, -1;
 689, 163, 31, 284.22211, 0.004791656, 0, -1;
 623, 437, 31, 341.75311, 0.0038920115, 0, -1;
 725, 442, 31, 217.49765, 0.0039199349, 0, -1;
 882, 122, 31, 240.69699, 0.0065186415, 0, -1;
 626, 87, 31, 190.2894, 0.0035892879, 0, -1;
 770, 437, 31, 238.12439, 0.0041919081, 0, -1;
 648, 432, 31, 106.31219, 0.0037425316, 0, -1;
 947, 137, 31, 75.706039, 0.0085700518, 0, -1;
 441, 64, 31, 126.80394, 0.0036728217, 0, -1;
 742, 379, 31, 17.186756, 0.0039121425, 0, -1;
 874, 128, 31, 200.64513, 0.0050747474, 0, -1;
 557, 446, 31, 282.84338, 0.0037400471, 0, -1;
 703, 388, 31, 266.68768, 0.0043400326, 0, -1;
 947, 133, 31, 60.206226, 0.0088368198, 0, -1;
 835, 433, 31, 130.40297, 0.0037590743, 0, -1;
 703, 442, 31, 269.6203, 0.0039770277, 0, -1;
 871, 124, 31, 219.39868, 0.0043945764, 0, -1;
 949, 135, 31, 62.490639, 0.0098417187, 0, -1;
 48, 328, 31, 237.67252, 0.0061147315, 0, -1;
 712, 442, 31, 292.99887, 0.0037725111, 0, -1;
 557, 432, 31, 32.92804, 0.0041610179, 0, -1;
 882, 136, 31, 96.588028, 0.0058346028, 0, -1;
 725, 437, 31, 162.90329, 0.0049092015, 0, -1;
 626, 432, 31, 35.130173, 0.006984788, 0, -1;
 583, 68, 31, 128.3532, 0.003817576, 0, -1;
 579, 445, 31, 281.35144, 0.0035863759, 0, -1;
 46, 328, 31, 232.94966, 0.0066396054, 0, -1;
 892, 136, 31, 100.75329, 0.0048418539, 0, -1;
 693, 432, 31, 30.493631, 0.0035500948, 0, -1;
 566, 435, 31, 197.42476, 0.0047449567, 0, -1;
 653, 432, 31, 128.17821, 0.0042077801, 0, -1;
 601, 389, 31, 285.25302, 0.004008465, 0, -1;
 621, 436, 31, 5.3420367, 0.0035334656, 0, -1;
 585, 431, 31, 126.93577, 0.0037380459, 0, -1;
 688, 159, 31, 272.66818, 0.0065393322, 0, -1;
 945, 136, 31, 78.644585, 0.0087237516, 0, -1;
 839, 437, 31, 198.99216, 0.00610069, 0, -1;
 955, 125, 31, 349.89243, 0.0050578928, 0, -1;
 728, 209, 31, 318.0668, 0.0034564624, 0, -1;
 200, 63, 31, 61.892563, 0.0033153791, 0, -1;
 776, 393, 31, 278.23242, 0.0034386984, 0, -1;
 673, 107, 31, 88.816238, 0.0029492448, 0, -1;
 176, 62, 31, 121.98006, 0.0029303425, 0, -1;
 213, 62, 31, 75.807205, 0.0029687961, 0, -1;
 589, 442, 31, 224.51906, 0.0031635705, 0, -1;
 736, 368, 31, 29.268412, 0.0033051139, 0, -1;
 784, 433, 31, 98.044991, 0.003026634, 0, -1;
 503, 396, 31, 266.573, 0.0033472821, 0, -1;
 683, 180, 31, 107.96206, 0.002974988, 0, -1;
 630, 161, 31, 211.15285, 0.0029126287, 0, -1;
 147, 335, 31, 34.925194, 0.0033697127, 0, -1;
 507, 435, 31, 44.243885, 0.0033926603, 0, -1;
 520, 435, 31, 147.3732, 0.0033582749, 0, -1;
 562, 162, 31, 256.46198, 0.003249367, 0, -1;
 67, 327, 31, 244.07736, 0.0029452743, 0, -1;
 722, 207, 31, 281.38016, 0.0032216185, 0, -1;
 170, 61, 31, 264.83292, 0.0030445755, 0, -1;
 712, 50, 31, 214.42557, 0.0034108208, 0, -1;
 151, 62, 31, 70.000809, 0.0032574567, 0, -1;
 694, 110, 31, 93.57122, 0.0032859396, 0, -1;
 145, 327, 31, 308.27869, 0.0030397149, 0, -1;
 585, 445, 31, 255.14761, 0.0031056229, 0, -1;
 566, 441, 31, 262.18506, 0.0033676939, 0, -1;
 833, 440, 31, 277.92401, 0.0031594322, 0, -1;
 42, 338, 31, 114.93494, 0.0030478274, 0, -1;
 760, 162, 31, 262.68329, 0.0030655351, 0, -1;
 721, 446, 31, 260.1073, 0.0029100208, 0, -1;
 576, 389, 31, 337.40729, 0.0029327858, 0, -1;
 722, 389, 31, 210.04193, 0.0029274288, 0, -1;
 163, 62, 31, 160.25214, 0.0032771572, 0, -1;
 748, 369, 31, 135.29868, 0.0033782204, 0, -1;
 445, 60, 31, 217.69937, 0.0031135068, 0, -1;
 81, 324, 31, 261.07361, 0.0031050763, 0, -1;
 637, 364, 31, 94.548607, 0.0033679069, 0, -1;
 743, 365, 31, 281.03998, 0.0029005546, 0, -1;
 758, 442, 31, 313.27353, 0.0027451671, 0, -1;
 264, 123, 31, 192.42986, 0.0027036169, 0, -1;
 745, 169, 31, 256.23724, 0.0026574328, 0, -1;
 112, 324, 31, 279.15637, 0.0026704047, 0, -1;
 601, 205, 31, 242.54791, 0.002692567, 0, -1;
 593, 205, 31, 211.71283, 0.0026132143, 0, -1;
 585, 389, 31, 309.97598, 0.002807328, 0, -1;
 763, 175, 31, 54.896896, 0.0027946455, 0, -1;
 743, 385, 31, 265.33066, 0.0026707472, 0, -1;
