[197, 141, 31, 118.45644, 0.0050734836, 0, -1;
 305, 66, 31, 185.20482, 0.0071363589, 0, -1;
 220, 71, 31, 89.302094, 0.0051096971, 0, -1;
 352, 69, 31, 35.820576, 0.0054689869, 0, -1;
 231, 317, 31, 354.28909, 0.0049129715, 0, -1;
 277, 133, 31, 197.80954, 0.0075510205, 0, -1;
 912, 82, 31, 270.13547, 0.006354826, 0, -1;
 376, 70, 31, 170.67198, 0.010785806, 0, -1;
 929, 64, 31, 145.39453, 0.0048414106, 0, -1;
 384, 67, 31, 8.7913294, 0.0047276001, 0, -1;
 344, 62, 31, 326.57431, 0.0048197494, 0, -1;
 323, 65, 31, 320.7312, 0.0069102515, 0, -1;
 159, 184, 31, 205.16718, 0.0048462832, 0, -1;
 284, 54, 31, 294.11597, 0.0087452969, 0, -1;
 248, 214, 31, 97.053185, 0.0062734685, 0, -1;
 148, 206, 31, 192.98669, 0.0063709081, 0, -1;
 206, 53, 31, 278.51263, 0.0056222123, 0, -1;
 392, 59, 31, 293.27609, 0.0053031999, 0, -1;
 393, 54, 31, 262.17133, 0.008615342, 0, -1;
 281, 53, 31, 255.34634, 0.005416601, 0, -1;
 277, 142, 31, 149.13129, 0.0050367834, 0, -1;
 857, 138, 31, 131.08842, 0.0087269759, 0, -1;
 314, 67, 31, 73.94165, 0.0051541878, 0, -1;
 273, 150, 31, 221.86687, 0.0064191236, 0, -1;
 414, 55, 31, 288.72195, 0.0058070328, 0, -1;
 240, 67, 31, 127.67719, 0.0085885311, 0, -1;
 348, 66, 31, 21.920273, 0.0048807757, 0, -1;
 302, 67, 31, 97.924545, 0.005420018, 0, -1;
 292, 67, 31, 68.358315, 0.0051207347, 0, -1;
 212, 154, 31, 193.46942, 0.0050154161, 0, -1;
 242, 66, 31, 158.8898, 0.010226229, 0, -1;
 193, 154, 31, 45.85117, 0.0081505887, 0, -1;
 912, 75, 31, 170.821, 0.0072354623, 0, -1;
 250, 67, 31, 50.546703, 0.0069602327, 0, -1;
 295, 67, 31, 99.771477, 0.0061453404, 0, -1;
 394, 57, 31, 268.91135, 0.0059260973, 0, -1;
 443, 67, 31, 268.17859, 0.0055549247, 0, -1;
 320, 189, 31, 34.966312, 0.0048502549, 0, -1;
 227, 61, 31, 257.00897, 0.0055704825, 0, -1;
 226, 71, 31, 100.88725, 0.0074324328, 0, -1;
 282, 63, 31, 122.09047, 0.004764684, 0, -1;
 222, 153, 31, 320.74353, 0.0062475353, 0, -1;
 327, 71, 31, 82.654343, 0.0047224532, 0, -1;
 151, 54, 31, 331.61807, 0.0046222536, 0, -1;
 202, 131, 31, 293.22241, 0.0040909024, 0, -1;
 218, 199, 31, 238.6207, 0.0036056885, 0, -1;
 335, 68, 31, 113.63985, 0.0035186084, 0, -1;
 180, 68, 31, 16.640293, 0.003698932, 0, -1;
 201, 147, 31, 37.603733, 0.003539599, 0, -1;
 254, 48, 31, 281.95169, 0.0037875706, 0, -1;
 159, 178, 31, 215.85469, 0.00425991, 0, -1;
 904, 88, 31, 322.03268, 0.0036271298, 0, -1;
 430, 75, 31, 94.896194, 0.0045688287, 0, -1;
 210, 59, 31, 279.73917, 0.004270352, 0, -1;
