[401, 445, 31, 287.85205, 0.012819165, 0, -1;
 262, 335, 31, 103.93849, 0.0055100149, 0, -1;
 272, 444, 31, 271.2493, 0.010158001, 0, -1;
 725, 449, 31, 244.19669, 0.0052479031, 0, -1;
 611, 445, 31, 244.40762, 0.017082307, 0, -1;
 258, 446, 31, 263.28391, 0.0098381322, 0, -1;
 985, 444, 31, 302.40607, 0.010611283, 0, -1;
 680, 447, 31, 223.94742, 0.0081286486, 0, -1;
 611, 56, 31, 347.06949, 0.006587367, 0, -1;
 953, 446, 31, 264.50037, 0.013935899, 0, -1;
 334, 155, 31, 246.71909, 0.0076773572, 0, -1;
 306, 177, 31, 78.264359, 0.0062898942, 0, -1;
 295, 446, 31, 250.30151, 0.0075742239, 0, -1;
 331, 331, 31, 226.27344, 0.0053145806, 0, -1;
 570, 53, 31, 186.37668, 0.0061971722, 0, -1;
 944, 198, 31, 281.40259, 0.0094741294, 0, -1;
 216, 445, 31, 264.16324, 0.011831686, 0, -1;
 805, 445, 31, 38.077961, 0.0093668252, 0, -1;
 943, 446, 31, 240.58841, 0.012747196, 0, -1;
 745, 466, 31, 41.463863, 0.0046083159, 0, -1;
 921, 447, 31, 142.54536, 0.0076783486, 0, -1;
 363, 444, 31, 265.69382, 0.008531969, 0, -1;
 663, 447, 31, 336.94623, 0.0068176272, 0, -1;
 307, 331, 31, 271.61655, 0.0071957703, 0, -1;
 469, 438, 31, 90.862061, 0.0106485, 0, -1;
 438, 445, 31, 28.350988, 0.017362721, 0, -1;
 722, 445, 31, 251.17676, 0.017221002, 0, -1;
 309, 179, 31, 73.048035, 0.0048283841, 0, -1;
 259, 154, 31, 199.72968, 0.0055121034, 0, -1;
 496, 446, 31, 249.6041, 0.0090184631, 0, -1;
 353, 240, 31, 338.86194, 0.0061138365, 0, -1;
 427, 445, 31, 228.19724, 0.015154103, 0, -1;
 404, 456, 31, 336.90799, 0.0065413793, 0, -1;
 622, 445, 31, 307.91827, 0.013582581, 0, -1;
 266, 435, 31, 264.39316, 0.010663168, 0, -1;
 666, 445, 31, 341.99316, 0.0082142819, 0, -1;
 267, 331, 31, 6.5509515, 0.0054910947, 0, -1;
 303, 245, 31, 18.880392, 0.0053987778, 0, -1;
 354, 445, 31, 269.59048, 0.0089868605, 0, -1;
