[288, 73, 31, 11.572971, 0.0065019722, 0, -1;
 140, 77, 31, 138.78204, 0.0070592863, 0, -1;
 312, 70, 31, 271.47345, 0.0078991083, 0, -1;
 288, 81, 31, 47.850384, 0.0059736394, 0, -1;
 285, 57, 31, 240.41133, 0.0072273365, 0, -1;
 52, 65, 31, 323.49329, 0.0059797489, 0, -1;
 169, 369, 31, 281.96329, 0.0068626362, 0, -1;
 353, 84, 31, 82.623642, 0.0070495871, 0, -1;
 365, 317, 31, 306.61758, 0.0060193893, 0, -1;
 182, 77, 31, 122.96384, 0.008492196, 0, -1;
 160, 77, 31, 7.5312963, 0.0064723375, 0, -1;
 67, 394, 31, 58.717361, 0.0062885238, 0, -1;
 345, 78, 31, 227.20807, 0.0069772899, 0, -1;
 272, 78, 31, 209.17125, 0.0076939836, 0, -1;
 361, 84, 31, 61.602783, 0.0074364198, 0, -1;
 49, 337, 31, 185.5329, 0.0077566025, 0, -1;
 175, 438, 31, 232.95996, 0.0063003125, 0, -1;
 129, 70, 31, 257.27838, 0.008936489, 0, -1;
 358, 93, 31, 68.769531, 0.0061350027, 0, -1;
 43, 451, 31, 131.29019, 0.0075555407, 0, -1;
 113, 68, 31, 277.69543, 0.0062297811, 0, -1;
 908, 135, 31, 44.280663, 0.0059832912, 0, -1;
 108, 62, 31, 279.07074, 0.0061210939, 0, -1;
 76, 85, 31, 91.934006, 0.0075531635, 0, -1;
 98, 81, 31, 99.390312, 0.0061055846, 0, -1;
 364, 77, 31, 271.16431, 0.0064038984, 0, -1;
 908, 61, 31, 22.451363, 0.0067838868, 0, -1;
 184, 62, 31, 272.60446, 0.0086190691, 0, -1;
 183, 65, 31, 261.95367, 0.0075163608, 0, -1;
 68, 396, 31, 39.708752, 0.0089539308, 0, -1;
 147, 68, 31, 253.31683, 0.0068922392, 0, -1;
 175, 341, 31, 127.99258, 0.0079499269, 0, -1;
 311, 67, 31, 290.51788, 0.0083099408, 0, -1;
 207, 68, 31, 274.01917, 0.0058022286, 0, -1;
 323, 77, 31, 242.80978, 0.0062448257, 0, -1;
 309, 66, 31, 287.46265, 0.0062689311, 0, -1;
 313, 59, 31, 319.49078, 0.0087069571, 0, -1;
 217, 68, 31, 285.44226, 0.0063714976, 0, -1;
 243, 70, 31, 332.13806, 0.0099566458, 0, -1;
 248, 81, 31, 45.29554, 0.006232392, 0, -1;
 328, 69, 31, 265.32672, 0.0067469501, 0, -1;
 143, 74, 31, 233.10606, 0.0072808755, 0, -1;
 246, 75, 31, 7.6327105, 0.011769094, 0, -1;
 180, 359, 31, 187.37624, 0.0062890258, 0, -1;
 174, 81, 31, 124.9492, 0.0068486212, 0, -1;
 174, 346, 31, 123.27396, 0.0067286948, 0, -1;
 181, 61, 31, 244.06763, 0.006248069, 0, -1;
 188, 67, 31, 298.44562, 0.007272623, 0, -1;
 272, 82, 31, 133.65155, 0.0065825763, 0, -1;
 169, 344, 31, 138.01401, 0.006730631, 0, -1;
 292, 58, 31, 275.05756, 0.0099293301, 0, -1;
 55, 69, 31, 344.15311, 0.0067078271, 0, -1;
 290, 65, 31, 293.72293, 0.0072298008, 0, -1;
 331, 298, 31, 259.42697, 0.0074368813, 0, -1;
 167, 353, 31, 66.794647, 0.0072171176, 0, -1;
 163, 81, 31, 67.216446, 0.0077522732, 0, -1;
 287, 66, 31, 270.91495, 0.0065420396, 0, -1;
 110, 65, 31, 279.16693, 0.0063612824, 0, -1;
 181, 338, 31, 327.59171, 0.0079535954, 0, -1;
 290, 62, 31, 274.47681, 0.010578705, 0, -1;
 242, 65, 31, 303.95544, 0.0085217683, 0, -1;
 250, 79, 31, 25.191786, 0.010417034, 0, -1;
 224, 69, 31, 225.79619, 0.0066939825, 0, -1;
 167, 348, 31, 102.90685, 0.0058757439, 0, -1;
 55, 341, 31, 101.16414, 0.010679994, 0, -1;
 288, 68, 31, 321.8584, 0.0057841591, 0, -1;
 185, 74, 31, 133.04411, 0.0050673885, 0, -1;
 326, 84, 31, 91.265968, 0.00464935, 0, -1;
 205, 74, 31, 265.65546, 0.0051087863, 0, -1;
 922, 130, 31, 123.84262, 0.0049063968, 0, -1;
 355, 84, 31, 84.806618, 0.0049331202, 0, -1;
 220, 73, 31, 293.73215, 0.0053737573, 0, -1;
 77, 76, 31, 245.43956, 0.0054711718, 0, -1;
 59, 66, 31, 351.29651, 0.0053897528, 0, -1;
 284, 315, 31, 210.70436, 0.0053280611, 0, -1;
 86, 343, 31, 66.041107, 0.0052312906, 0, -1;
 312, 87, 31, 128.16269, 0.0047861282, 0, -1;
 74, 77, 31, 256.27167, 0.0045977337, 0, -1;
 138, 368, 31, 268.25958, 0.0050730812, 0, -1;
 281, 77, 31, 349.35422, 0.0052054464, 0, -1;
 442, 317, 31, 77.951622, 0.0056246505, 0, -1;
 380, 68, 31, 311.96976, 0.0045063547, 0, -1;
 143, 343, 31, 105.13137, 0.004732152, 0, -1;
 91, 69, 31, 256.15738, 0.0056021116, 0, -1;
 326, 75, 31, 253.41812, 0.0055741887, 0, -1;
 378, 65, 31, 304.86584, 0.0046330774, 0, -1;
 201, 76, 31, 351.21564, 0.0055390825, 0, -1;
 338, 78, 31, 268.19476, 0.0050009345, 0, -1;
 64, 348, 31, 114.19216, 0.0054242923, 0, -1;
 122, 81, 31, 95.185799, 0.0054296935, 0, -1;
 313, 62, 31, 318.37921, 0.0045149275, 0, -1;
 158, 337, 31, 248.13379, 0.0045453832, 0, -1;
 263, 81, 31, 172.82263, 0.0048068399, 0, -1;
 968, 54, 31, 321.77936, 0.0056819264, 0, -1;
 237, 81, 31, 91.136971, 0.0055337204, 0, -1;
 169, 430, 31, 275.7135, 0.0048565883, 0, -1;
 273, 305, 31, 338.77094, 0.0056180279, 0, -1;
 291, 73, 31, 27.826517, 0.0051242597, 0, -1;
 293, 317, 31, 207.81129, 0.0051635825, 0, -1;
 222, 73, 31, 259.15381, 0.005097142, 0, -1;
 62, 408, 31, 20.645321, 0.0047073644, 0, -1;
 151, 77, 31, 42.252701, 0.0051360419, 0, -1;
 62, 430, 31, 250.02249, 0.0055616321, 0, -1;
 55, 65, 31, 350.86755, 0.0054439306, 0, -1;
 330, 70, 31, 268.80475, 0.0044520432, 0, -1;
 330, 295, 31, 252.74973, 0.0044510541, 0, -1;
 151, 65, 31, 266.03345, 0.0044465018, 0, -1;
 103, 77, 31, 70.044571, 0.0044457847, 0, -1;
 330, 315, 31, 337.74463, 0.0044147214, 0, -1;
 308.40002, 64.800003, 37.200001, 276.61661, 0.0071834144, 1, -1;
 181.20001, 76.800003, 37.200001, 127.28751, 0.0068936618, 1, -1;
 292.80002, 60.000004, 37.200001, 249.06735, 0.0097934371, 1, -1;
 285.60001, 57.600002, 37.200001, 245.08948, 0.0080155032, 1, -1;
 74.400002, 72, 37.200001, 262.28784, 0.0063664624, 1, -1;
 146.40001, 68.400002, 37.200001, 255.92938, 0.0065780333, 1, -1;
 361.20001, 84, 37.200001, 64.529846, 0.0071400423, 1, -1;
 67.200005, 396.00003, 37.200001, 39.961422, 0.0069626216, 1, -1;
 108.00001, 62.400002, 37.200001, 274.99677, 0.0073210513, 1, -1;
 237.60001, 80.400002, 37.200001, 86.588531, 0.0061044898, 1, -1;
 310.80002, 67.200005, 37.200001, 266.11353, 0.0074054096, 1, -1;
 325.20001, 75.600006, 37.200001, 253.59189, 0.0071830633, 1, -1;
 292.80002, 62.400002, 37.200001, 245.38734, 0.006595022, 1, -1;
 322.80002, 76.800003, 37.200001, 266.33572, 0.006992945, 1, -1;
 346.80002, 92.400002, 37.200001, 95.525658, 0.0066623338, 1, -1;
 243.60001, 66, 37.200001, 315.58569, 0.0061794831, 1, -1;
 246.00002, 70.800003, 37.200001, 342.06805, 0.0070002247, 1, -1;
 98.400002, 80.400002, 37.200001, 95.747078, 0.0072429879, 1, -1;
 361.20001, 76.800003, 37.200001, 256.74646, 0.0080532022, 1, -1;
 183.60001, 63.600002, 37.200001, 261.01532, 0.010734743, 1, -1;
 111.60001, 67.200005, 37.200001, 278.64938, 0.0061229309, 1, -1;
 272.40002, 79.200005, 37.200001, 167.49242, 0.0094824992, 1, -1;
 177.60001, 58.800003, 37.200001, 238.3174, 0.0085237091, 1, -1;
 249.60001, 78, 37.200001, 24.093376, 0.0081049437, 1, -1;
 290.40002, 72, 37.200001, 54.402744, 0.007554336, 1, -1;
 99.600006, 72, 37.200001, 247.09712, 0.0061585843, 1, -1;
 363.60001, 76.800003, 37.200001, 319.63013, 0.0067254351, 1, -1;
 289.20001, 61.200001, 37.200001, 238.18488, 0.011902688, 1, -1;
 181.20001, 61.200001, 37.200001, 247.46576, 0.012660758, 1, -1;
 286.80002, 80.400002, 37.200001, 54.157013, 0.0068046437, 1, -1;
 246.00002, 75.600006, 37.200001, 13.539739, 0.0086607412, 1, -1;
 246.00002, 68.400002, 37.200001, 330.67371, 0.0072312192, 1, -1;
 288, 74.400002, 37.200001, 61.092918, 0.006212472, 1, -1;
 169.20001, 369.60001, 37.200001, 226.35175, 0.0072915996, 1, -1;
 204.00002, 74.400002, 37.200001, 336.29419, 0.0072963969, 1, -1;
 140.40001, 76.800003, 37.200001, 136.28769, 0.0086718732, 1, -1;
 142.8, 74.400002, 37.200001, 200.8485, 0.0094353063, 1, -1;
 242.40001, 69.600006, 37.200001, 326.44827, 0.0079293223, 1, -1;
 54.000004, 68.400002, 37.200001, 316.5047, 0.0082507012, 1, -1;
 128.40001, 69.600006, 37.200001, 255.65445, 0.0060455371, 1, -1;
 183.60001, 74.400002, 37.200001, 131.48477, 0.010279926, 1, -1;
 325.20001, 87.600006, 37.200001, 99.390846, 0.0064338394, 1, -1;
 151.20001, 76.800003, 37.200001, 50.059444, 0.0060001542, 1, -1;
 337.20001, 76.800003, 37.200001, 282.34442, 0.0045119124, 1, -1;
 344.40002, 78, 37.200001, 253.47278, 0.0046067871, 1, -1;
 212.40001, 76.800003, 37.200001, 47.619778, 0.0045574759, 1, -1;
 345.60001, 85.200005, 37.200001, 91.985329, 0.0040795249, 1, -1;
 288, 67.200005, 37.200001, 250.9949, 0.0054684235, 1, -1;
 280.80002, 76.800003, 37.200001, 37.695549, 0.0044013364, 1, -1;
 345.60001, 88.800003, 37.200001, 92.700577, 0.0059217005, 1, -1;
 222.00002, 73.200005, 37.200001, 228.19547, 0.0050974372, 1, -1;
 210.00002, 76.800003, 37.200001, 64.942039, 0.0040848092, 1, -1;
 181.20001, 70.800003, 37.200001, 199.32689, 0.0051386575, 1, -1;
 159.60001, 76.800003, 37.200001, 40.007217, 0.0040878733, 1, -1;
 235.20001, 56.400002, 37.200001, 262.23743, 0.0039833826, 1, -1;
 327.60001, 69.600006, 37.200001, 272.98541, 0.0052104192, 1, -1;
 162, 80.400002, 37.200001, 73.225098, 0.0050713341, 1, -1;
 74.400002, 76.800003, 37.200001, 237.49698, 0.0055503394, 1, -1;
 138, 368.40002, 37.200001, 282.83585, 0.0045710988, 1, -1;
 51.600002, 361.20001, 37.200001, 175.26694, 0.0044336412, 1, -1;
 352.80002, 84, 37.200001, 88.892052, 0.0049060904, 1, -1;
 306, 75.600006, 37.200001, 135.974, 0.0052991137, 1, -1;
 325.20001, 84, 37.200001, 114.05531, 0.0045270277, 1, -1;
 217.20001, 68.400002, 37.200001, 279.22406, 0.0056957076, 1, -1;
 90, 70.800003, 37.200001, 243.11014, 0.0047244229, 1, -1;
 206.40001, 68.400002, 37.200001, 276.65845, 0.0057767844, 1, -1;
 271.20001, 86.400002, 37.200001, 118.09338, 0.0053919759, 1, -1;
 51.600002, 66, 37.200001, 275.06219, 0.0056337998, 1, -1;
 76.800003, 76.800003, 37.200001, 244.46394, 0.0043537938, 1, -1;
 75.600006, 84, 37.200001, 101.50398, 0.0054076612, 1, -1;
 128.40001, 80.400002, 37.200001, 105.83717, 0.0042353808, 1, -1;
 312, 60.000004, 37.200001, 292.05746, 0.0052445931, 1, -1;
 48, 337.20001, 37.200001, 192.22897, 0.005217223, 1, -1;
 357.60001, 92.400002, 37.200001, 70.628784, 0.0042706253, 1, -1;
 178.8, 360, 37.200001, 174.31139, 0.0041297046, 1, -1;
 331.20001, 298.80002, 37.200001, 258.69403, 0.0054496285, 1, -1;
